Type bevoegde overheid;Bevoegde overheid (eerste aanleg);Jaar indiening;Maand;Aantal ingediende vergunningsaanvragen;Aantal vergunningsaanvragen in behandeling (eerste aanleg);Aantal stopgezette vergunningsaanvragen (eerste aanleg);Aantal vergunningen (eerste aanleg);Aantal weigeringen (eerste aanleg);Aantal stilzwijgende weigeringen (eerste aanleg);Doorlooptijd aanvraag vanaf indienen tot beslissen (eerste aanleg);Aantal aanvragen doorverwezen naar juiste overheid (eerste aanleg);Aantal aanvragen met een vraag om extra informatie of wijzigingsverzoek voor de VENO verklaring (eerste aanleg);Aantal aanvragen onvolledig of onontvankelijk (eerste aanleg);Doorlooptijd tot volledig en ontvankelijk (eerste aanleg);Aantal aanvragen met adminsitratieve lus (eerste aanleg);Aantal aanvragen met Wijzigingsverzoek of extra info na V&O (eerste aanleg);Aantal aanvragen Beslist met Openbaar onderzoek ( gewone procedure )(eerste aanleg)
Gemeente;Bierbeek;2018;2018-jan.;6;0;0;6;0;0;90,7 dagen;0;1;0;31,3 dagen;0;0;1,00
Gemeente;Bierbeek;2018;2018-feb.;11;0;1;9;1;0;83,4 dagen;0;0;0;21,8 dagen;1;0;3,00
Gemeente;Bierbeek;2018;2018-mrt.;14;0;0;13;1;0;75,6 dagen;0;1;0;34,9 dagen;0;0;2,00
Gemeente;Bierbeek;2018;2018-apr.;8;0;0;8;0;0;64,0 dagen;0;0;0;29,1 dagen;0;0;0,00
Gemeente;Bierbeek;2018;2018-mei;7;0;0;6;1;0;51,1 dagen;0;0;0;25,7 dagen;0;0;0,00
Gemeente;Bierbeek;2018;2018-jun.;15;0;0;14;1;0;84,3 dagen;1;3;0;29,9 dagen;0;0;4,00
Gemeente;Bierbeek;2018;2018-jul.;6;0;0;5;1;0;85,7 dagen;0;0;0;25,8 dagen;1;0;0,00
Gemeente;Bierbeek;2018;2018-aug.;10;0;0;8;1;0;83,4 dagen;0;1;1;36,7 dagen;0;0;3,00
Gemeente;Bierbeek;2018;2018-sep.;10;0;0;8;1;0;98,3 dagen;0;0;1;26,2 dagen;1;2;4,00
Gemeente;Bierbeek;2018;2018-okt.;16;0;0;15;1;0;87,0 dagen;0;0;0;26,9 dagen;0;2;7,00
Gemeente;Bierbeek;2018;2018-nov.;12;0;0;12;0;0;91,7 dagen;0;0;0;26,0 dagen;0;0;5,00
Gemeente;Bierbeek;2018;2018-dec.;13;0;1;10;2;0;83,6 dagen;0;0;0;31,6 dagen;2;0;2,00
Gemeente;Bierbeek;2019;2019-jan.;7;0;2;4;1;0;102,2 dagen;0;1;0;32,0 dagen;0;1;3,00
Gemeente;Bierbeek;2019;2019-feb.;12;0;1;10;1;0;86,7 dagen;0;0;0;27,9 dagen;3;0;3,00
Gemeente;Bierbeek;2019;2019-mrt.;11;0;0;9;2;0;88,4 dagen;0;0;0;27,6 dagen;3;0;3,00
Gemeente;Bierbeek;2019;2019-apr.;11;0;1;9;1;0;84,9 dagen;0;0;0;32,2 dagen;0;0;2,00
Gemeente;Bierbeek;2019;2019-mei;7;0;0;7;0;0;98,6 dagen;0;0;0;32,3 dagen;0;1;2,00
Gemeente;Bierbeek;2019;2019-jun.;10;0;0;8;1;0;90,9 dagen;0;0;1;26,4 dagen;0;0;2,00
Gemeente;Bierbeek;2019;2019-jul.;7;0;0;7;0;0;98,1 dagen;0;0;0;28,1 dagen;0;1;3,00
Gemeente;Bierbeek;2019;2019-aug.;11;0;1;10;0;0;103,1 dagen;1;0;0;30,0 dagen;0;0;6,00
Gemeente;Bierbeek;2019;2019-sep.;13;0;2;11;0;0;111,0 dagen;0;1;0;27,4 dagen;1;1;7,00
Gemeente;Bierbeek;2019;2019-okt.;10;0;0;10;0;0;109,5 dagen;0;0;0;30,7 dagen;4;2;7,00
Gemeente;Bierbeek;2019;2019-nov.;11;0;0;11;0;0;118,6 dagen;0;0;0;29,6 dagen;1;1;8,00
Gemeente;Bierbeek;2019;2019-dec.;14;0;0;14;0;0;103,6 dagen;0;0;0;32,6 dagen;1;0;5,00
Gemeente;Bierbeek;2020;2020-jan.;6;0;0;3;3;0;150,2 dagen;1;0;0;34,2 dagen;0;0;4,00
Gemeente;Bierbeek;2020;2020-feb.;12;0;1;11;0;0;114,4 dagen;0;0;0;34,8 dagen;0;1;4,00
Gemeente;Bierbeek;2020;2020-mrt.;10;0;0;9;1;0;151,3 dagen;1;0;0;30,5 dagen;0;1;7,00
Gemeente;Bierbeek;2020;2020-apr.;9;0;0;9;0;0;82,8 dagen;0;0;0;38,2 dagen;0;0;2,00
Gemeente;Bierbeek;2020;2020-mei;11;0;2;9;0;0;104,2 dagen;0;0;0;38,7 dagen;0;0;4,00
Gemeente;Bierbeek;2020;2020-jun.;12;0;0;12;0;0;90,2 dagen;0;0;0;32,8 dagen;0;0;4,00
Gemeente;Bierbeek;2020;2020-jul.;20;0;0;15;5;0;102,3 dagen;1;0;0;30,1 dagen;2;1;14,00
Gemeente;Bierbeek;2020;2020-aug.;5;0;0;5;0;0;85,2 dagen;0;0;0;31,6 dagen;0;0;2,00
Gemeente;Bierbeek;2020;2020-sep.;25;0;1;24;0;0;108,3 dagen;1;0;0;36,8 dagen;3;3;13,00
Gemeente;Bierbeek;2020;2020-okt.;9;0;0;9;0;0;101,3 dagen;0;0;0;46,6 dagen;0;0;3,00
Gemeente;Bierbeek;2020;2020-nov.;10;0;0;9;1;0;84,8 dagen;1;0;0;30,3 dagen;0;1;1,00
Gemeente;Bierbeek;2020;2020-dec.;17;0;1;16;0;0;83,2 dagen;1;0;0;20,9 dagen;0;1;6,00
Gemeente;Bierbeek;2021;2021-jan.;13;0;1;11;1;0;89,3 dagen;0;0;0;31,4 dagen;0;0;6,00
Gemeente;Bierbeek;2021;2021-feb.;7;0;0;7;0;0;93,0 dagen;0;0;0;22,7 dagen;0;0;4,00
Gemeente;Bierbeek;2021;2021-mrt.;18;0;3;14;1;0;84,5 dagen;0;0;0;25,0 dagen;0;1;6,00
Gemeente;Bierbeek;2021;2021-apr.;11;0;0;10;1;0;85,0 dagen;0;0;0;28,4 dagen;0;0;4,00
Gemeente;Bierbeek;2021;2021-mei;15;0;0;15;0;0;94,0 dagen;0;1;0;31,5 dagen;0;2;5,00
Gemeente;Bierbeek;2021;2021-jun.;18;0;1;16;1;0;97,3 dagen;0;3;0;25,1 dagen;1;0;11,00
Gemeente;Bierbeek;2021;2021-jul.;13;0;0;11;1;0;95,8 dagen;0;1;1;22,4 dagen;0;0;8,00
Gemeente;Bierbeek;2021;2021-aug.;15;0;0;14;1;0;80,9 dagen;0;2;0;21,3 dagen;0;0;8,00
Gemeente;Bierbeek;2021;2021-sep.;8;0;1;5;0;0;92,4 dagen;0;1;2;19,2 dagen;1;1;1,00
Gemeente;Bierbeek;2021;2021-okt.;9;0;1;8;0;0;78,6 dagen;0;0;0;23,1 dagen;0;0;3,00
Gemeente;Bierbeek;2021;2021-nov.;11;0;2;8;1;0;73,9 dagen;0;0;0;29,3 dagen;0;1;2,00
Gemeente;Bierbeek;2021;2021-dec.;23;0;1;22;0;0;86,6 dagen;2;0;0;24,5 dagen;1;3;7,00
Gemeente;Bierbeek;2022;2022-jan.;4;0;1;3;0;0;91,7 dagen;0;0;0;60,7 dagen;0;0;0,00
Gemeente;Bierbeek;2022;2022-feb.;14;0;1;11;1;0;97,2 dagen;0;1;1;29,5 dagen;0;2;4,00
Gemeente;Bierbeek;2022;2022-mrt.;11;0;0;10;0;0;78,4 dagen;0;0;1;22,2 dagen;0;0;4,00
Gemeente;Bierbeek;2022;2022-apr.;15;0;2;12;1;0;81,6 dagen;1;1;0;27,5 dagen;0;1;6,00
Gemeente;Bierbeek;2022;2022-mei;14;0;2;11;1;0;91,0 dagen;1;0;0;37,3 dagen;0;1;4,00
Gemeente;Bierbeek;2022;2022-jun.;18;0;0;15;3;0;96,9 dagen;0;0;0;26,0 dagen;0;0;8,00
Gemeente;Bierbeek;2022;2022-jul.;9;0;1;7;0;0;86,1 dagen;0;2;1;32,4 dagen;0;0;1,00
Gemeente;Bierbeek;2022;2022-aug.;11;0;1;10;0;0;74,1 dagen;0;1;0;27,3 dagen;0;0;2,00
Gemeente;Bierbeek;2022;2022-sep.;4;0;1;3;0;0;60,7 dagen;0;0;0;25,7 dagen;0;0;0,00
Gemeente;Bierbeek;2022;2022-okt.;9;0;1;7;0;0;68,4 dagen;0;0;1;23,9 dagen;0;0;2,00
Gemeente;Bierbeek;2022;2022-nov.;9;0;0;9;0;0;96,9 dagen;0;0;0;25,7 dagen;0;1;6,00
Gemeente;Bierbeek;2022;2022-dec.;20;0;0;19;0;0;90,5 dagen;0;0;1;25,5 dagen;0;0;9,00
Gemeente;Bierbeek;2023;2023-jan.;16;0;0;15;1;0;83,4 dagen;0;0;0;26,1 dagen;0;0;4,00
Gemeente;Bierbeek;2023;2023-feb.;9;0;0;8;0;0;93,8 dagen;0;0;1;26,5 dagen;0;0;4,00
Gemeente;Bierbeek;2023;2023-mrt.;19;0;2;17;0;0;87,0 dagen;0;0;0;32,3 dagen;0;0;5,00
Gemeente;Bierbeek;2023;2023-apr.;7;0;0;7;0;0;97,1 dagen;0;0;0;26,4 dagen;0;0;4,00
Gemeente;Bierbeek;2023;2023-mei;15;0;1;13;1;0;78,1 dagen;0;0;0;23,5 dagen;0;0;5,00
Gemeente;Bierbeek;2023;2023-jun.;11;0;0;9;1;0;101,4 dagen;0;0;1;28,0 dagen;1;0;4,00
Gemeente;Bierbeek;2023;2023-jul.;9;0;0;9;0;0;114,7 dagen;0;0;0;25,4 dagen;0;0;6,00
Gemeente;Bierbeek;2023;2023-aug.;4;0;0;4;0;0;85,0 dagen;0;0;0;19,0 dagen;0;0;2,00
Gemeente;Bierbeek;2023;2023-sep.;21;0;0;18;1;0;98,7 dagen;0;0;2;28,3 dagen;4;1;7,00
Gemeente;Bierbeek;2023;2023-okt.;12;0;1;10;1;0;94,7 dagen;0;0;0;26,5 dagen;0;0;6,00
Gemeente;Bierbeek;2023;2023-nov.;9;0;0;7;1;0;100,5 dagen;0;0;1;24,3 dagen;1;0;3,00
Gemeente;Bierbeek;2023;2023-dec.;14;0;1;12;1;0;97,5 dagen;0;0;0;26,8 dagen;0;0;6,00
Gemeente;Bierbeek;2024;2024-jan.;8;0;1;5;1;0;79,7 dagen;0;0;1;16,0 dagen;0;0;3,00
Gemeente;Bierbeek;2024;2024-feb.;17;0;1;16;0;0;95,9 dagen;0;0;0;20,8 dagen;0;0;9,00
Gemeente;Bierbeek;2024;2024-mrt.;7;0;1;6;0;0;79,2 dagen;1;0;0;27,8 dagen;0;0;1,00
Gemeente;Bierbeek;2024;2024-apr.;9;0;0;9;0;0;78,9 dagen;0;0;0;28,4 dagen;0;0;3,00
Gemeente;Bierbeek;2024;2024-mei;11;0;0;8;1;0;68,8 dagen;0;0;2;18,0 dagen;0;0;2,00
Gemeente;Bierbeek;2024;2024-jun.;7;0;0;6;1;0;105,0 dagen;0;1;0;28,3 dagen;1;0;4,00
Gemeente;Bierbeek;2024;2024-jul.;5;0;0;4;0;0;58,3 dagen;0;0;1;21,3 dagen;0;0;0,00
Gemeente;Bierbeek;2024;2024-aug.;9;0;1;8;0;0;58,8 dagen;0;0;0;16,4 dagen;0;0;1,00
Gemeente;Bierbeek;2024;2024-sep.;12;0;0;12;0;0;91,9 dagen;0;2;0;27,5 dagen;0;0;5,00
Gemeente;Bierbeek;2024;2024-okt.;10;0;2;8;0;0;71,9 dagen;0;1;0;15,3 dagen;0;0;3,00
Gemeente;Bierbeek;2024;2024-nov.;8;0;0;7;1;0;98,1 dagen;0;0;0;23,9 dagen;1;0;6,00
Gemeente;Bierbeek;2024;2024-dec.;12;1;0;10;1;0;101,1 dagen;0;0;0;22,7 dagen;0;0;7,00
Gemeente;Bierbeek;2025;2025-jan.;5;0;0;4;1;0;92,6 dagen;0;2;0;24,4 dagen;0;0;3,00
Gemeente;Bierbeek;2025;2025-feb.;4;0;0;4;0;0;77,8 dagen;0;0;0;17,0 dagen;0;0;1,00
Gemeente;Bierbeek;2025;2025-mrt.;12;0;2;8;1;0;69,8 dagen;0;0;1;15,2 dagen;0;0;1,00
Gemeente;Bierbeek;2025;2025-apr.;8;0;1;6;1;0;90,1 dagen;0;1;0;25,7 dagen;0;0;4,00
Gemeente;Bierbeek;2025;2025-mei;12;0;1;10;1;0;83,4 dagen;0;2;0;27,1 dagen;0;0;3,00
Gemeente;Bierbeek;2025;2025-jun.;9;1;3;5;0;0;71,6 dagen;0;0;0;10,0 dagen;1;0;2,00
Gemeente;Bierbeek;2025;2025-jul.;13;3;2;8;0;0;75,8 dagen;0;0;0;24,9 dagen;2;0;2,00
Gemeente;Bierbeek;2025;2025-aug.;9;4;1;4;0;0;73,3 dagen;0;2;0;28,8 dagen;0;0;0,00
Gemeente;Bierbeek;2025;2025-sep.;8;6;2;0;0;0;-;0;2;0;-;0;0;0,00
Gemeente;Bierbeek;2025;2025-okt.;7;7;0;0;0;0;-;0;1;0;-;0;0;0,00
Gemeente;Bierbeek;2025;2025-nov.;11;11;0;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Bonheiden;2019;2019-jun.;1;0;0;1;0;0;120,0 dagen;0;0;0;35,0 dagen;0;0;1,00
Gemeente;Bonheiden;2020;2020-mrt.;1;0;0;1;0;0;193,0 dagen;0;0;0;30,0 dagen;0;0;1,00
Gemeente;Bonheiden;2020;2020-jun.;1;0;0;0;0;0;-;0;0;1;-;0;0;0,00
Gemeente;Bonheiden;2020;2020-jul.;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Bonheiden;2020;2020-okt.;1;0;0;1;0;0;104,0 dagen;0;0;0;1,0 dagen;0;0;1,00
Gemeente;Bonheiden;2022;2022-mei;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Bonheiden;2025;2025-apr.;1;0;0;0;0;0;-;0;1;1;-;0;0;0,00
Gemeente;Boortmeerbeek;2018;2018-jan.;6;1;1;4;0;0;121,5 dagen;1;0;0;64,0 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2018;2018-feb.;7;0;0;6;0;0;104,6 dagen;0;0;0;65,1 dagen;1;0;0,00
Gemeente;Boortmeerbeek;2018;2018-mrt.;5;0;0;5;0;0;82,8 dagen;0;0;0;34,4 dagen;0;0;0,00
Gemeente;Boortmeerbeek;2018;2018-apr.;20;0;1;13;4;0;101,7 dagen;0;3;0;33,1 dagen;1;0;3,00
Gemeente;Boortmeerbeek;2018;2018-mei;12;0;1;9;1;0;105,8 dagen;0;2;1;30,1 dagen;2;0;3,00
Gemeente;Boortmeerbeek;2018;2018-jun.;8;0;0;7;0;0;97,7 dagen;0;1;1;29,4 dagen;0;1;3,00
Gemeente;Boortmeerbeek;2018;2018-jul.;20;0;3;15;2;0;89,9 dagen;0;0;0;24,5 dagen;0;1;3,00
Gemeente;Boortmeerbeek;2018;2018-aug.;13;0;1;11;0;0;80,9 dagen;0;3;1;26,4 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2018;2018-sep.;12;0;2;8;0;0;103,6 dagen;0;2;0;29,1 dagen;0;1;2,00
Gemeente;Boortmeerbeek;2018;2018-okt.;21;0;0;16;5;0;96,4 dagen;0;4;0;30,3 dagen;0;0;7,00
Gemeente;Boortmeerbeek;2018;2018-nov.;11;0;3;5;1;0;83,0 dagen;0;2;1;25,1 dagen;0;0;0,00
Gemeente;Boortmeerbeek;2018;2018-dec.;30;0;2;21;2;0;98,1 dagen;0;5;4;29,0 dagen;1;0;7,00
Gemeente;Boortmeerbeek;2019;2019-jan.;16;0;4;12;0;0;80,3 dagen;1;0;0;29,4 dagen;0;0;3,00
Gemeente;Boortmeerbeek;2019;2019-feb.;22;0;2;15;2;0;91,8 dagen;0;3;3;22,8 dagen;0;1;6,00
Gemeente;Boortmeerbeek;2019;2019-mrt.;18;0;2;13;1;0;83,4 dagen;0;4;2;31,9 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2019;2019-apr.;16;0;0;12;1;0;80,3 dagen;0;2;3;47,4 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2019;2019-mei;23;0;1;15;5;0;94,2 dagen;0;2;2;27,3 dagen;2;0;2,00
Gemeente;Boortmeerbeek;2019;2019-jun.;11;0;0;8;3;0;98,2 dagen;0;1;0;43,7 dagen;2;0;2,00
Gemeente;Boortmeerbeek;2019;2019-jul.;21;1;3;11;5;0;98,9 dagen;0;6;1;36,3 dagen;1;1;5,00
Gemeente;Boortmeerbeek;2019;2019-aug.;11;0;0;10;1;0;99,5 dagen;0;3;0;32,1 dagen;1;0;3,00
Gemeente;Boortmeerbeek;2019;2019-sep.;17;0;0;12;4;0;100,9 dagen;0;4;1;27,3 dagen;2;0;4,00
Gemeente;Boortmeerbeek;2019;2019-okt.;13;0;0;11;2;0;92,2 dagen;0;3;0;27,5 dagen;0;0;2,00
Gemeente;Boortmeerbeek;2019;2019-nov.;10;0;0;6;4;0;83,9 dagen;0;2;0;21,6 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2019;2019-dec.;22;0;0;16;4;0;82,2 dagen;1;8;2;31,6 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2020;2020-jan.;19;0;4;13;1;0;98,8 dagen;0;1;1;24,8 dagen;0;2;6,00
Gemeente;Boortmeerbeek;2020;2020-feb.;20;0;3;16;0;0;103,8 dagen;2;3;0;24,2 dagen;2;1;4,00
Gemeente;Boortmeerbeek;2020;2020-mrt.;12;0;1;10;1;0;109,8 dagen;0;5;0;26,5 dagen;0;0;5,00
Gemeente;Boortmeerbeek;2020;2020-apr.;12;0;1;10;0;0;105,6 dagen;0;2;1;32,9 dagen;0;1;4,00
Gemeente;Boortmeerbeek;2020;2020-mei;26;0;1;22;3;0;75,9 dagen;0;4;0;26,4 dagen;0;1;3,00
Gemeente;Boortmeerbeek;2020;2020-jun.;17;0;1;14;2;0;91,8 dagen;0;5;0;22,5 dagen;2;1;6,00
Gemeente;Boortmeerbeek;2020;2020-jul.;18;0;4;13;1;0;110,6 dagen;0;8;0;41,3 dagen;1;1;7,00
Gemeente;Boortmeerbeek;2020;2020-aug.;21;0;0;18;1;0;94,8 dagen;0;10;2;39,1 dagen;0;0;6,00
Gemeente;Boortmeerbeek;2020;2020-sep.;21;0;4;13;3;0;101,3 dagen;1;8;1;50,3 dagen;0;0;6,00
Gemeente;Boortmeerbeek;2020;2020-okt.;13;0;1;8;3;0;139,8 dagen;1;3;1;57,1 dagen;0;1;6,00
Gemeente;Boortmeerbeek;2020;2020-nov.;16;0;1;7;1;0;106,4 dagen;1;3;7;49,6 dagen;0;1;2,00
Gemeente;Boortmeerbeek;2020;2020-dec.;26;0;3;13;2;0;114,3 dagen;1;7;7;40,8 dagen;2;0;7,00
Gemeente;Boortmeerbeek;2021;2021-jan.;18;0;0;7;3;0;113,6 dagen;1;9;8;48,6 dagen;0;1;5,00
Gemeente;Boortmeerbeek;2021;2021-feb.;23;0;1;15;1;0;99,6 dagen;0;12;6;38,8 dagen;1;0;4,00
Gemeente;Boortmeerbeek;2021;2021-mrt.;20;0;1;11;2;0;109,5 dagen;0;14;6;47,1 dagen;2;1;5,00
Gemeente;Boortmeerbeek;2021;2021-apr.;28;0;4;13;6;0;103,9 dagen;0;12;5;36,1 dagen;0;1;12,00
Gemeente;Boortmeerbeek;2021;2021-mei;25;0;2;14;3;0;93,6 dagen;0;11;6;37,1 dagen;0;1;8,00
Gemeente;Boortmeerbeek;2021;2021-jun.;17;0;0;9;1;0;92,1 dagen;0;7;7;43,7 dagen;0;1;1,00
Gemeente;Boortmeerbeek;2021;2021-jul.;20;0;3;7;2;0;86,7 dagen;1;10;8;46,8 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2021;2021-aug.;17;0;0;10;2;0;99,8 dagen;1;10;5;38,2 dagen;1;1;4,00
Gemeente;Boortmeerbeek;2021;2021-sep.;23;0;4;9;0;0;105,1 dagen;0;12;10;46,0 dagen;0;0;5,00
Gemeente;Boortmeerbeek;2021;2021-okt.;19;0;2;13;3;0;94,4 dagen;0;10;1;37,4 dagen;0;0;5,00
Gemeente;Boortmeerbeek;2021;2021-nov.;15;0;1;11;2;0;109,5 dagen;0;10;1;49,7 dagen;0;1;4,00
Gemeente;Boortmeerbeek;2021;2021-dec.;31;0;0;17;7;1;111,5 dagen;0;24;6;51,0 dagen;0;0;6,00
Gemeente;Boortmeerbeek;2022;2022-jan.;15;0;0;11;1;0;115,4 dagen;0;15;3;41,8 dagen;0;0;6,00
Gemeente;Boortmeerbeek;2022;2022-feb.;14;0;0;8;3;0;108,4 dagen;0;8;3;27,6 dagen;0;1;6,00
Gemeente;Boortmeerbeek;2022;2022-mrt.;22;0;2;15;3;0;98,9 dagen;0;18;2;38,6 dagen;0;2;6,00
Gemeente;Boortmeerbeek;2022;2022-apr.;12;0;2;6;1;0;98,0 dagen;0;5;3;25,7 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2022;2022-mei;29;0;1;22;2;0;115,4 dagen;0;26;4;59,0 dagen;0;0;6,00
Gemeente;Boortmeerbeek;2022;2022-jun.;21;0;2;10;5;0;121,0 dagen;0;15;4;54,4 dagen;0;0;7,00
Gemeente;Boortmeerbeek;2022;2022-jul.;19;0;3;10;3;0;116,3 dagen;0;16;3;59,7 dagen;0;0;3,00
Gemeente;Boortmeerbeek;2022;2022-aug.;16;0;2;9;0;0;100,9 dagen;0;10;5;35,4 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2022;2022-sep.;17;0;2;10;1;0;122,5 dagen;0;9;4;59,9 dagen;0;0;3,00
Gemeente;Boortmeerbeek;2022;2022-okt.;20;0;0;15;1;0;93,8 dagen;0;9;4;36,4 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2022;2022-nov.;24;0;2;16;3;0;109,2 dagen;1;14;3;41,4 dagen;0;0;7,00
Gemeente;Boortmeerbeek;2022;2022-dec.;12;0;0;10;1;0;110,6 dagen;0;9;1;42,5 dagen;0;0;6,00
Gemeente;Boortmeerbeek;2023;2023-jan.;7;0;0;6;0;0;77,0 dagen;0;4;1;31,7 dagen;0;0;2,00
Gemeente;Boortmeerbeek;2023;2023-feb.;20;0;2;12;3;0;98,7 dagen;0;14;3;36,7 dagen;2;0;5,00
Gemeente;Boortmeerbeek;2023;2023-mrt.;21;0;2;14;3;0;119,3 dagen;0;14;2;41,0 dagen;2;0;8,00
Gemeente;Boortmeerbeek;2023;2023-apr.;13;0;2;8;1;0;104,9 dagen;0;6;2;38,6 dagen;1;0;3,00
Gemeente;Boortmeerbeek;2023;2023-mei;19;0;3;11;1;0;105,3 dagen;1;10;4;44,6 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2023;2023-jun.;23;0;4;16;0;0;80,3 dagen;0;9;3;26,8 dagen;0;0;2,00
Gemeente;Boortmeerbeek;2023;2023-jul.;11;0;1;10;0;0;106,1 dagen;1;7;0;48,7 dagen;1;0;3,00
Gemeente;Boortmeerbeek;2023;2023-aug.;18;0;3;9;0;0;79,0 dagen;0;4;6;29,9 dagen;0;0;2,00
Gemeente;Boortmeerbeek;2023;2023-sep.;20;0;0;15;1;0;79,4 dagen;0;4;4;28,4 dagen;1;1;7,00
Gemeente;Boortmeerbeek;2023;2023-okt.;11;0;1;7;1;0;93,8 dagen;0;6;2;30,6 dagen;3;0;4,00
Gemeente;Boortmeerbeek;2023;2023-nov.;14;0;1;11;1;0;80,8 dagen;0;3;1;20,5 dagen;1;0;3,00
Gemeente;Boortmeerbeek;2023;2023-dec.;14;0;3;6;0;0;65,5 dagen;0;5;5;16,7 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2024;2024-jan.;16;0;0;15;0;0;76,9 dagen;0;7;1;34,7 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2024;2024-feb.;9;0;1;5;1;0;74,3 dagen;0;5;2;28,8 dagen;0;0;1,00
Gemeente;Boortmeerbeek;2024;2024-mrt.;21;0;0;16;1;0;99,8 dagen;0;10;4;30,5 dagen;1;0;7,00
Gemeente;Boortmeerbeek;2024;2024-apr.;11;0;1;5;2;0;79,3 dagen;0;4;3;21,1 dagen;0;0;2,00
Gemeente;Boortmeerbeek;2024;2024-mei;19;0;1;13;1;0;107,2 dagen;0;10;4;42,6 dagen;0;0;5,00
Gemeente;Boortmeerbeek;2024;2024-jun.;20;0;1;14;0;0;91,0 dagen;0;8;5;31,5 dagen;0;1;4,00
Gemeente;Boortmeerbeek;2024;2024-jul.;25;0;4;11;3;0;109,1 dagen;0;16;7;40,6 dagen;2;0;5,00
Gemeente;Boortmeerbeek;2024;2024-aug.;10;0;2;7;0;0;106,0 dagen;0;6;1;42,4 dagen;3;0;3,00
Gemeente;Boortmeerbeek;2024;2024-sep.;16;0;1;9;1;0;70,7 dagen;0;4;5;22,1 dagen;0;0;3,00
Gemeente;Boortmeerbeek;2024;2024-okt.;21;0;3;15;0;0;80,3 dagen;1;3;3;23,5 dagen;0;1;7,00
Gemeente;Boortmeerbeek;2024;2024-nov.;13;0;2;7;1;0;97,1 dagen;1;5;3;41,5 dagen;1;0;2,00
Gemeente;Boortmeerbeek;2024;2024-dec.;26;0;2;20;1;0;78,1 dagen;0;7;3;33,4 dagen;1;0;4,00
Gemeente;Boortmeerbeek;2025;2025-jan.;11;0;1;6;1;0;110,7 dagen;0;5;3;47,7 dagen;1;0;2,00
Gemeente;Boortmeerbeek;2025;2025-feb.;15;0;3;6;1;0;101,4 dagen;0;6;5;39,4 dagen;0;0;4,00
Gemeente;Boortmeerbeek;2025;2025-mrt.;14;0;3;8;1;0;87,2 dagen;0;5;2;32,2 dagen;0;0;3,00
Gemeente;Boortmeerbeek;2025;2025-apr.;14;0;0;8;2;0;92,0 dagen;0;5;4;30,0 dagen;1;0;4,00
Gemeente;Boortmeerbeek;2025;2025-mei;12;0;2;6;0;1;96,3 dagen;0;1;3;25,9 dagen;1;0;3,00
Gemeente;Boortmeerbeek;2025;2025-jun.;13;1;1;10;1;0;72,7 dagen;0;3;0;32,7 dagen;1;0;4,00
Gemeente;Boortmeerbeek;2025;2025-jul.;17;2;1;11;0;0;79,6 dagen;0;5;3;32,0 dagen;0;0;2,00
Gemeente;Boortmeerbeek;2025;2025-aug.;7;1;0;3;0;0;61,7 dagen;0;1;3;20,7 dagen;0;0;0,00
Gemeente;Boortmeerbeek;2025;2025-sep.;11;7;0;1;0;0;34,0 dagen;0;6;3;28,0 dagen;0;0;0,00
Gemeente;Boortmeerbeek;2025;2025-okt.;12;10;0;0;0;0;-;0;1;2;-;0;0;0,00
Gemeente;Boortmeerbeek;2025;2025-nov.;15;13;1;0;0;0;-;0;0;1;-;0;0;0,00
Gemeente;Boutersem;2018;2018-jan.;4;0;0;3;0;0;109,3 dagen;0;1;1;41,0 dagen;0;0;1,00
Gemeente;Boutersem;2018;2018-feb.;5;0;0;3;1;0;112,3 dagen;0;1;1;27,3 dagen;0;0;2,00
Gemeente;Boutersem;2018;2018-mrt.;7;0;1;4;1;0;79,6 dagen;0;2;1;27,6 dagen;0;1;0,00
Gemeente;Boutersem;2018;2018-apr.;13;0;0;12;0;0;104,5 dagen;0;4;1;35,1 dagen;0;1;6,00
Gemeente;Boutersem;2018;2018-mei;12;0;1;9;0;0;100,0 dagen;0;4;2;36,2 dagen;0;1;3,00
Gemeente;Boutersem;2018;2018-jun.;7;0;1;6;0;0;85,0 dagen;0;2;0;34,7 dagen;0;1;1,00
Gemeente;Boutersem;2018;2018-jul.;13;0;0;10;0;0;98,0 dagen;0;8;3;37,0 dagen;0;0;3,00
Gemeente;Boutersem;2018;2018-aug.;8;0;0;6;1;0;108,1 dagen;0;4;1;43,1 dagen;0;0;2,00
