Type bevoegde overheid;Bevoegde overheid (eerste aanleg);Jaar indiening;Maand;Aantal ingediende vergunningsaanvragen;Aantal vergunningsaanvragen in behandeling (eerste aanleg);Aantal stopgezette vergunningsaanvragen (eerste aanleg);Aantal vergunningen (eerste aanleg);Aantal weigeringen (eerste aanleg);Aantal stilzwijgende weigeringen (eerste aanleg);Doorlooptijd aanvraag vanaf indienen tot beslissen (eerste aanleg);Aantal aanvragen doorverwezen naar juiste overheid (eerste aanleg);Aantal aanvragen met een vraag om extra informatie of wijzigingsverzoek voor de VENO verklaring (eerste aanleg);Aantal aanvragen onvolledig of onontvankelijk (eerste aanleg);Doorlooptijd tot volledig en ontvankelijk (eerste aanleg);Aantal aanvragen met adminsitratieve lus (eerste aanleg);Aantal aanvragen met Wijzigingsverzoek of extra info na V&O (eerste aanleg);Aantal aanvragen Beslist met Openbaar onderzoek ( gewone procedure )(eerste aanleg)
Gemeente;Lennik;2018;2018-mei;18;0;4;11;2;0;77,0 dagen;0;5;1;26,0 dagen;0;0;3,00
Gemeente;Lennik;2018;2018-jun.;19;0;2;14;2;0;105,4 dagen;2;6;1;52,8 dagen;0;0;3,00
Gemeente;Lennik;2018;2018-jul.;15;0;3;11;0;0;99,2 dagen;0;7;1;36,6 dagen;0;1;4,00
Gemeente;Lennik;2018;2018-aug.;6;0;1;4;0;0;65,5 dagen;0;3;1;23,5 dagen;0;1;0,00
Gemeente;Lennik;2018;2018-sep.;12;0;3;3;3;0;99,2 dagen;0;6;3;37,7 dagen;0;0;2,00
Gemeente;Lennik;2018;2018-okt.;10;0;1;8;1;0;96,0 dagen;0;5;0;41,4 dagen;0;0;4,00
Gemeente;Lennik;2018;2018-nov.;21;0;2;13;1;0;89,5 dagen;0;8;4;29,0 dagen;2;1;1,00
Gemeente;Lennik;2018;2018-dec.;17;0;2;13;1;0;91,9 dagen;0;6;1;37,7 dagen;0;1;5,00
Gemeente;Lennik;2019;2019-jan.;11;0;0;9;2;0;98,2 dagen;0;4;0;40,1 dagen;0;0;3,00
Gemeente;Lennik;2019;2019-feb.;14;0;2;9;3;0;82,8 dagen;0;8;0;35,0 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-mrt.;16;0;8;7;0;0;82,3 dagen;0;6;1;33,9 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-apr.;13;0;1;9;2;0;88,1 dagen;1;6;1;30,7 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-mei;16;0;1;11;1;0;84,5 dagen;0;8;3;28,7 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-jun.;8;0;0;4;0;0;92,8 dagen;0;2;4;26,5 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-jul.;17;0;0;14;0;0;84,1 dagen;0;8;3;31,4 dagen;0;0;4,00
Gemeente;Lennik;2019;2019-aug.;11;0;0;6;1;0;77,7 dagen;0;2;4;31,1 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-sep.;17;0;1;12;1;0;93,5 dagen;0;9;3;28,2 dagen;0;0;9,00
Gemeente;Lennik;2019;2019-okt.;13;0;2;10;1;0;67,2 dagen;0;4;0;23,0 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-nov.;15;0;1;9;0;0;79,3 dagen;0;6;4;23,0 dagen;0;0;2,00
Gemeente;Lennik;2019;2019-dec.;17;0;1;13;1;0;123,6 dagen;0;6;2;26,0 dagen;0;1;9,00
Gemeente;Lennik;2020;2020-jan.;17;0;1;8;1;0;65,0 dagen;1;3;7;16,4 dagen;0;0;1,00
Gemeente;Lennik;2020;2020-feb.;16;0;1;10;3;0;98,4 dagen;0;3;2;28,0 dagen;0;0;4,00
Gemeente;Lennik;2020;2020-mrt.;12;0;1;8;1;0;103,2 dagen;0;6;2;31,2 dagen;0;0;4,00
Gemeente;Lennik;2020;2020-apr.;19;0;0;14;0;0;106,1 dagen;0;8;5;28,4 dagen;0;0;7,00
Gemeente;Lennik;2020;2020-mei;7;0;0;7;0;0;77,0 dagen;0;1;0;26,3 dagen;0;1;1,00
Gemeente;Lennik;2020;2020-jun.;14;0;1;13;0;0;82,8 dagen;0;2;0;24,7 dagen;0;0;4,00
Gemeente;Lennik;2020;2020-jul.;15;0;0;14;1;0;100,7 dagen;0;2;0;34,2 dagen;3;1;8,00
Gemeente;Lennik;2020;2020-aug.;9;0;0;7;0;0;79,7 dagen;0;2;2;22,9 dagen;0;0;2,00
Gemeente;Lennik;2020;2020-sep.;18;0;0;15;2;0;80,2 dagen;0;5;1;21,1 dagen;0;2;6,00
Gemeente;Lennik;2020;2020-okt.;14;0;2;10;0;0;87,2 dagen;0;7;2;31,0 dagen;0;0;3,00
Gemeente;Lennik;2020;2020-nov.;10;0;0;9;0;0;84,1 dagen;0;4;1;26,8 dagen;0;1;4,00
Gemeente;Lennik;2020;2020-dec.;14;0;1;12;0;0;81,0 dagen;1;4;1;24,3 dagen;0;0;4,00
Gemeente;Lennik;2021;2021-jan.;9;0;0;9;0;0;75,1 dagen;0;1;0;20,1 dagen;0;1;2,00
Gemeente;Lennik;2021;2021-feb.;14;0;0;12;1;0;62,7 dagen;0;2;1;17,1 dagen;0;0;0,00
Gemeente;Lennik;2021;2021-mrt.;22;0;2;19;1;0;77,4 dagen;1;5;0;20,0 dagen;0;2;8,00
Gemeente;Lennik;2021;2021-apr.;11;0;0;10;1;0;74,0 dagen;1;2;0;24,4 dagen;0;1;6,00
Gemeente;Lennik;2021;2021-mei;10;0;0;10;0;0;47,3 dagen;0;2;0;11,1 dagen;0;2;0,00
Gemeente;Lennik;2021;2021-jun.;12;0;0;11;0;0;64,5 dagen;0;4;1;17,0 dagen;0;1;1,00
Gemeente;Lennik;2021;2021-jul.;9;0;0;8;0;0;87,1 dagen;0;2;1;23,1 dagen;0;1;4,00
Gemeente;Lennik;2021;2021-aug.;7;0;1;5;1;0;93,8 dagen;0;4;0;30,8 dagen;0;0;2,00
Gemeente;Lennik;2021;2021-sep.;4;0;0;4;0;0;63,0 dagen;0;1;0;18,8 dagen;0;0;1,00
Gemeente;Lennik;2021;2021-okt.;11;0;0;11;0;0;65,5 dagen;0;5;0;19,8 dagen;1;0;2,00
Gemeente;Lennik;2021;2021-nov.;13;0;1;10;0;0;99,8 dagen;0;5;2;30,4 dagen;1;1;4,00
Gemeente;Lennik;2021;2021-dec.;19;0;1;16;0;0;93,9 dagen;0;8;2;28,9 dagen;1;0;9,00
Gemeente;Lennik;2022;2022-jan.;12;0;0;8;1;0;92,0 dagen;0;7;3;25,2 dagen;1;1;4,00
Gemeente;Lennik;2022;2022-feb.;15;0;2;10;0;0;98,4 dagen;1;8;3;32,2 dagen;1;0;6,00
Gemeente;Lennik;2022;2022-mrt.;17;0;0;15;1;0;80,8 dagen;0;7;1;24,6 dagen;1;3;6,00
Gemeente;Lennik;2022;2022-apr.;11;0;0;6;1;0;88,1 dagen;0;6;4;30,0 dagen;1;0;2,00
Gemeente;Lennik;2022;2022-mei;14;0;1;10;1;0;80,4 dagen;0;5;2;27,6 dagen;0;0;1,00
Gemeente;Lennik;2022;2022-jun.;15;0;0;14;0;0;79,9 dagen;0;5;1;21,6 dagen;0;0;3,00
Gemeente;Lennik;2022;2022-jul.;10;0;1;9;0;0;87,7 dagen;0;8;0;29,3 dagen;0;0;4,00
Gemeente;Lennik;2022;2022-aug.;14;0;1;9;2;0;81,3 dagen;0;5;2;30,7 dagen;1;0;2,00
Gemeente;Lennik;2022;2022-sep.;16;0;1;12;0;0;82,8 dagen;0;6;3;29,8 dagen;0;0;2,00
Gemeente;Lennik;2022;2022-okt.;13;0;0;11;0;0;81,5 dagen;0;8;2;30,5 dagen;0;0;1,00
Gemeente;Lennik;2022;2022-nov.;17;0;1;14;1;0;82,5 dagen;0;4;1;19,5 dagen;0;0;6,00
Gemeente;Lennik;2022;2022-dec.;16;0;0;15;0;0;89,4 dagen;0;5;1;20,5 dagen;1;0;6,00
Gemeente;Lennik;2023;2023-jan.;5;0;0;5;0;0;95,6 dagen;0;3;0;41,6 dagen;0;0;2,00
Gemeente;Lennik;2023;2023-feb.;10;0;2;6;1;0;86,4 dagen;0;3;1;29,1 dagen;0;0;4,00
Gemeente;Lennik;2023;2023-mrt.;12;0;0;11;0;0;72,1 dagen;0;6;1;24,5 dagen;0;0;2,00
Gemeente;Lennik;2023;2023-apr.;10;0;0;7;2;0;93,7 dagen;0;6;1;28,9 dagen;0;0;5,00
Gemeente;Lennik;2023;2023-mei;8;0;0;7;0;0;111,0 dagen;0;5;1;34,6 dagen;0;0;4,00
Gemeente;Lennik;2023;2023-jun.;14;0;0;11;0;0;92,4 dagen;0;5;3;24,0 dagen;0;1;3,00
Gemeente;Lennik;2023;2023-jul.;9;0;0;7;0;0;70,6 dagen;0;4;2;20,0 dagen;0;0;2,00
Gemeente;Lennik;2023;2023-aug.;7;0;1;5;1;0;85,5 dagen;0;4;0;29,0 dagen;0;0;2,00
Gemeente;Lennik;2023;2023-sep.;11;0;0;11;0;0;109,6 dagen;0;7;0;34,3 dagen;0;0;5,00
Gemeente;Lennik;2023;2023-okt.;14;0;0;12;1;0;95,0 dagen;0;9;1;32,4 dagen;1;0;5,00
Gemeente;Lennik;2023;2023-nov.;12;0;1;11;0;0;73,7 dagen;0;3;0;24,8 dagen;0;0;1,00
Gemeente;Lennik;2023;2023-dec.;10;0;1;9;0;0;92,2 dagen;1;7;0;24,3 dagen;1;0;4,00
Gemeente;Lennik;2024;2024-jan.;8;0;1;6;0;0;92,7 dagen;0;5;1;25,3 dagen;1;0;3,00
Gemeente;Lennik;2024;2024-feb.;13;0;1;11;1;0;84,8 dagen;0;7;0;22,4 dagen;2;0;4,00
Gemeente;Lennik;2024;2024-mrt.;9;0;0;7;0;0;72,3 dagen;0;3;2;19,9 dagen;0;0;4,00
Gemeente;Lennik;2024;2024-apr.;10;0;2;7;0;0;64,1 dagen;0;3;1;15,4 dagen;0;0;4,00
Gemeente;Lennik;2024;2024-mei;12;0;2;9;0;0;63,0 dagen;0;5;1;18,6 dagen;0;0;3,00
Gemeente;Lennik;2024;2024-jun.;10;0;1;7;1;0;65,4 dagen;0;5;1;23,1 dagen;0;0;3,00
Gemeente;Lennik;2024;2024-jul.;9;0;1;7;1;0;67,8 dagen;0;4;0;17,6 dagen;0;0;2,00
Gemeente;Lennik;2024;2024-aug.;7;0;0;5;1;0;96,5 dagen;0;3;1;44,0 dagen;0;0;1,00
Gemeente;Lennik;2024;2024-sep.;16;0;0;16;0;0;85,5 dagen;0;10;0;33,8 dagen;1;0;3,00
Gemeente;Lennik;2024;2024-okt.;11;0;1;8;0;0;112,4 dagen;1;8;2;38,9 dagen;2;0;3,00
Gemeente;Lennik;2024;2024-nov.;11;0;1;10;0;0;88,3 dagen;0;6;0;32,0 dagen;1;0;4,00
Gemeente;Lennik;2024;2024-dec.;11;0;1;9;1;0;102,8 dagen;0;4;0;33,5 dagen;0;0;5,00
Gemeente;Lennik;2025;2025-jan.;14;0;1;12;0;0;96,3 dagen;0;8;1;35,4 dagen;0;0;6,00
Gemeente;Lennik;2025;2025-feb.;7;0;0;6;0;0;72,5 dagen;0;4;1;28,0 dagen;0;0;1,00
Gemeente;Lennik;2025;2025-mrt.;6;0;1;5;0;0;91,0 dagen;0;2;0;25,2 dagen;0;0;2,00
Gemeente;Lennik;2025;2025-apr.;8;0;0;5;1;0;65,7 dagen;0;2;2;18,2 dagen;0;0;2,00
Gemeente;Lennik;2025;2025-mei;14;0;0;13;1;0;92,5 dagen;0;8;0;37,3 dagen;0;0;5,00
Gemeente;Lennik;2025;2025-jun.;8;2;1;4;0;0;101,8 dagen;1;6;1;47,0 dagen;0;0;1,00
Gemeente;Lennik;2025;2025-jul.;11;1;2;8;0;0;87,8 dagen;0;7;0;36,0 dagen;0;0;2,00
Gemeente;Lennik;2025;2025-aug.;6;0;1;5;0;0;55,6 dagen;0;1;0;16,4 dagen;0;0;1,00
Gemeente;Lennik;2025;2025-sep.;9;8;1;0;0;0;-;0;4;0;-;0;0;0,00
Gemeente;Lennik;2025;2025-okt.;9;7;0;2;0;0;30,5 dagen;0;1;0;4,0 dagen;0;0;0,00
Gemeente;Lennik;2025;2025-nov.;13;13;0;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Leopoldsburg;2019;2019-feb.;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Leuven;2018;2018-jan.;51;0;3;39;5;0;79,3 dagen;0;10;4;24,8 dagen;0;0;5,00
Gemeente;Leuven;2018;2018-feb.;83;0;4;69;6;1;91,4 dagen;2;16;3;24,3 dagen;0;1;17,00
Gemeente;Leuven;2018;2018-mrt.;110;0;12;80;12;0;89,3 dagen;2;21;6;28,6 dagen;0;2;20,00
Gemeente;Leuven;2018;2018-apr.;89;0;5;69;8;0;93,8 dagen;1;17;7;29,3 dagen;0;2;14,00
Gemeente;Leuven;2018;2018-mei;107;0;2;72;22;0;89,2 dagen;4;22;11;28,5 dagen;0;2;14,00
Gemeente;Leuven;2018;2018-jun.;120;0;3;95;18;0;85,9 dagen;1;6;4;25,1 dagen;1;3;19,00
Gemeente;Leuven;2018;2018-jul.;91;0;4;74;12;0;91,2 dagen;1;13;1;27,0 dagen;0;2;23,00
Gemeente;Leuven;2018;2018-aug.;87;0;6;59;15;0;88,1 dagen;0;19;7;28,3 dagen;1;0;13,00
Gemeente;Leuven;2018;2018-sep.;109;0;2;90;15;0;91,0 dagen;0;21;2;27,1 dagen;0;2;18,00
Gemeente;Leuven;2018;2018-okt.;117;0;6;88;14;0;99,5 dagen;0;27;9;32,5 dagen;0;0;23,00
Gemeente;Leuven;2018;2018-nov.;104;0;4;84;9;0;100,0 dagen;0;28;7;33,8 dagen;1;4;17,00
Gemeente;Leuven;2018;2018-dec.;119;0;3;95;18;0;102,2 dagen;1;26;3;34,4 dagen;0;4;24,00
Gemeente;Leuven;2019;2019-jan.;75;0;3;60;7;0;96,4 dagen;2;27;5;31,9 dagen;1;0;12,00
Gemeente;Leuven;2019;2019-feb.;86;0;5;66;7;0;98,7 dagen;1;20;8;36,3 dagen;1;1;11,00
Gemeente;Leuven;2019;2019-mrt.;110;0;5;82;13;0;96,7 dagen;0;35;10;38,2 dagen;0;1;12,00
Gemeente;Leuven;2019;2019-apr.;110;1;10;81;12;1;101,4 dagen;2;23;5;34,4 dagen;0;3;24,00
Gemeente;Leuven;2019;2019-mei;122;0;8;101;6;0;95,1 dagen;1;22;7;28,8 dagen;2;3;25,00
Gemeente;Leuven;2019;2019-jun.;103;0;4;83;13;0;103,6 dagen;1;28;3;32,3 dagen;2;0;25,00
Gemeente;Leuven;2019;2019-jul.;101;0;3;79;15;1;95,8 dagen;3;19;3;32,5 dagen;0;3;15,00
Gemeente;Leuven;2019;2019-aug.;80;0;3;58;15;0;97,7 dagen;0;22;4;31,9 dagen;1;3;17,00
Gemeente;Leuven;2019;2019-sep.;106;0;8;76;17;0;93,9 dagen;0;26;5;28,1 dagen;0;2;23,00
Gemeente;Leuven;2019;2019-okt.;92;0;7;61;14;0;96,8 dagen;1;39;10;31,2 dagen;1;1;18,00
Gemeente;Leuven;2019;2019-nov.;90;0;5;66;12;1;106,2 dagen;1;22;6;27,1 dagen;0;2;27,00
Gemeente;Leuven;2019;2019-dec.;132;0;2;113;10;0;100,3 dagen;2;31;7;27,3 dagen;0;6;33,00
Gemeente;Leuven;2020;2020-jan.;75;0;4;58;8;0;103,1 dagen;2;21;5;25,2 dagen;0;2;15,00
Gemeente;Leuven;2020;2020-feb.;109;0;7;82;14;0;109,8 dagen;5;34;6;19,5 dagen;0;2;23,00
Gemeente;Leuven;2020;2020-mrt.;121;0;4;91;14;0;102,5 dagen;3;20;12;22,3 dagen;0;2;18,00
Gemeente;Leuven;2020;2020-apr.;103;0;1;85;13;0;102,1 dagen;2;13;4;22,2 dagen;0;4;23,00
Gemeente;Leuven;2020;2020-mei;89;0;2;71;11;0;87,4 dagen;1;19;5;17,3 dagen;0;3;24,00
Gemeente;Leuven;2020;2020-jun.;116;0;6;89;11;0;80,3 dagen;4;19;10;12,6 dagen;1;1;27,00
Gemeente;Leuven;2020;2020-jul.;116;1;8;93;7;0;80,4 dagen;2;25;7;11,9 dagen;0;3;26,00
Gemeente;Leuven;2020;2020-aug.;87;0;7;60;17;1;82,0 dagen;0;16;2;13,6 dagen;2;4;21,00
Gemeente;Leuven;2020;2020-sep.;105;0;2;79;12;1;83,0 dagen;1;20;10;22,0 dagen;0;5;15,00
Gemeente;Leuven;2020;2020-okt.;112;0;3;85;15;0;85,4 dagen;1;31;9;19,7 dagen;0;3;26,00
Gemeente;Leuven;2020;2020-nov.;102;0;3;72;12;0;86,0 dagen;1;28;15;17,4 dagen;0;3;23,00
Gemeente;Leuven;2020;2020-dec.;158;0;7;117;20;0;88,9 dagen;4;45;14;20,8 dagen;1;2;39,00
Gemeente;Leuven;2021;2021-jan.;119;0;7;89;13;0;83,6 dagen;2;31;10;19,5 dagen;1;4;19,00
Gemeente;Leuven;2021;2021-feb.;101;0;6;74;12;0;87,6 dagen;2;30;9;20,6 dagen;0;0;19,00
Gemeente;Leuven;2021;2021-mrt.;144;0;9;114;16;0;90,0 dagen;1;43;5;26,8 dagen;0;2;23,00
Gemeente;Leuven;2021;2021-apr.;132;0;3;101;19;0;92,9 dagen;2;34;9;26,9 dagen;1;5;29,00
Gemeente;Leuven;2021;2021-mei;107;0;7;83;10;0;91,9 dagen;1;18;7;25,3 dagen;1;4;25,00
Gemeente;Leuven;2021;2021-jun.;131;0;2;111;11;0;87,6 dagen;1;30;7;26,8 dagen;0;3;15,00
Gemeente;Leuven;2021;2021-jul.;117;0;7;88;13;0;94,3 dagen;2;31;9;27,2 dagen;2;8;28,00
Gemeente;Leuven;2021;2021-aug.;93;0;3;69;9;0;93,0 dagen;0;30;12;26,5 dagen;0;1;19,00
Gemeente;Leuven;2021;2021-sep.;90;0;4;68;16;0;96,0 dagen;0;19;2;24,0 dagen;1;7;29,00
Gemeente;Leuven;2021;2021-okt.;109;0;8;80;12;0;95,1 dagen;1;36;9;29,4 dagen;0;3;24,00
Gemeente;Leuven;2021;2021-nov.;98;0;11;67;11;2;89,5 dagen;1;29;7;25,1 dagen;1;6;14,00
Gemeente;Leuven;2021;2021-dec.;132;0;7;102;16;0;96,6 dagen;1;32;7;29,2 dagen;2;8;28,00
Gemeente;Leuven;2022;2022-jan.;65;0;3;47;5;0;87,1 dagen;0;20;10;28,4 dagen;0;3;8,00
Gemeente;Leuven;2022;2022-feb.;99;0;4;77;11;0;87,2 dagen;0;21;7;25,0 dagen;0;4;15,00
Gemeente;Leuven;2022;2022-mrt.;129;0;4;100;16;1;90,4 dagen;0;46;8;26,7 dagen;0;2;24,00
Gemeente;Leuven;2022;2022-apr.;111;0;2;88;14;0;95,4 dagen;0;33;7;27,4 dagen;0;5;28,00
Gemeente;Leuven;2022;2022-mei;114;0;5;94;7;0;92,3 dagen;2;27;8;27,4 dagen;0;4;23,00
Gemeente;Leuven;2022;2022-jun.;109;0;4;91;8;0;94,0 dagen;1;42;6;32,4 dagen;0;0;16,00
Gemeente;Leuven;2022;2022-jul.;115;0;4;80;19;0;92,3 dagen;1;34;12;27,0 dagen;0;1;21,00
Gemeente;Leuven;2022;2022-aug.;86;0;7;62;8;0;95,2 dagen;0;32;9;27,2 dagen;0;1;21,00
Gemeente;Leuven;2022;2022-sep.;109;0;5;79;17;1;94,2 dagen;2;36;7;28,5 dagen;0;0;23,00
Gemeente;Leuven;2022;2022-okt.;105;0;6;83;7;0;96,3 dagen;2;32;9;26,9 dagen;0;0;30,00
Gemeente;Leuven;2022;2022-nov.;92;0;2;75;10;1;91,3 dagen;0;31;4;27,9 dagen;0;2;17,00
Gemeente;Leuven;2022;2022-dec.;150;0;4;121;20;0;100,4 dagen;0;47;5;30,9 dagen;0;1;37,00
Gemeente;Leuven;2023;2023-jan.;88;0;1;71;9;0;92,2 dagen;2;29;7;27,4 dagen;1;3;21,00
Gemeente;Leuven;2023;2023-feb.;100;0;3;68;18;0;96,6 dagen;0;36;11;29,1 dagen;0;1;26,00
Gemeente;Leuven;2023;2023-mrt.;152;0;10;116;12;0;92,8 dagen;0;54;14;28,7 dagen;1;0;28,00
Gemeente;Leuven;2023;2023-apr.;108;0;5;92;7;0;85,8 dagen;0;25;4;26,1 dagen;0;0;17,00
Gemeente;Leuven;2023;2023-mei;140;1;9;102;12;1;93,3 dagen;0;51;15;29,6 dagen;0;0;26,00
Gemeente;Leuven;2023;2023-jun.;142;0;9;104;18;0;94,2 dagen;1;48;11;32,0 dagen;1;1;22,00
Gemeente;Leuven;2023;2023-jul.;135;0;6;107;14;0;98,4 dagen;1;46;8;34,9 dagen;1;0;29,00
Gemeente;Leuven;2023;2023-aug.;84;0;5;61;10;0;89,3 dagen;0;28;8;29,5 dagen;0;0;13,00
Gemeente;Leuven;2023;2023-sep.;131;0;5;105;15;0;94,4 dagen;3;41;6;32,2 dagen;1;1;25,00
Gemeente;Leuven;2023;2023-okt.;86;0;4;63;9;0;86,4 dagen;0;28;10;27,2 dagen;0;0;13,00
Gemeente;Leuven;2023;2023-nov.;99;0;1;79;10;0;90,1 dagen;0;40;9;26,9 dagen;0;1;20,00
Gemeente;Leuven;2023;2023-dec.;120;0;3;90;19;1;103,8 dagen;1;32;7;32,8 dagen;0;0;38,00
Gemeente;Leuven;2024;2024-jan.;81;0;4;61;7;0;98,2 dagen;0;32;9;32,0 dagen;1;1;20,00
Gemeente;Leuven;2024;2024-feb.;99;1;5;74;9;0;102,4 dagen;1;43;10;34,8 dagen;1;0;23,00
Gemeente;Leuven;2024;2024-mrt.;143;0;12;105;15;0;95,4 dagen;1;53;11;29,6 dagen;0;0;33,00
Gemeente;Leuven;2024;2024-apr.;95;0;3;72;13;0;94,3 dagen;1;41;7;32,6 dagen;0;0;18,00
Gemeente;Leuven;2024;2024-mei;104;0;3;74;14;0;90,9 dagen;3;40;13;27,6 dagen;1;1;25,00
Gemeente;Leuven;2024;2024-jun.;98;0;7;69;9;0;89,2 dagen;0;39;13;25,9 dagen;0;1;19,00
Gemeente;Leuven;2024;2024-jul.;128;0;2;99;14;0;95,8 dagen;1;51;13;32,7 dagen;0;1;20,00
Gemeente;Leuven;2024;2024-aug.;86;0;6;58;8;0;95,5 dagen;1;38;14;26,9 dagen;0;1;21,00
Gemeente;Leuven;2024;2024-sep.;87;0;3;69;9;0;87,3 dagen;1;28;6;23,3 dagen;0;1;22,00
Gemeente;Leuven;2024;2024-okt.;103;0;2;73;15;0;91,9 dagen;1;42;13;27,3 dagen;0;0;23,00
Gemeente;Leuven;2024;2024-nov.;84;0;4;57;10;0;93,3 dagen;1;29;13;28,1 dagen;0;1;16,00
Gemeente;Leuven;2024;2024-dec.;117;0;8;87;17;0;102,0 dagen;1;55;5;35,5 dagen;0;0;27,00
Gemeente;Leuven;2025;2025-jan.;56;0;2;45;5;0;90,4 dagen;0;24;4;28,9 dagen;0;0;10,00
Gemeente;Leuven;2025;2025-feb.;71;0;6;54;6;0;91,8 dagen;0;28;5;27,4 dagen;0;2;12,00
Gemeente;Leuven;2025;2025-mrt.;106;0;3;80;15;0;101,6 dagen;0;52;8;31,6 dagen;0;1;31,00
Gemeente;Leuven;2025;2025-apr.;86;0;2;65;15;0;96,7 dagen;1;36;4;30,7 dagen;1;0;18,00
Gemeente;Leuven;2025;2025-mei;79;1;4;54;9;0;96,9 dagen;2;33;11;31,0 dagen;0;1;15,00
Gemeente;Leuven;2025;2025-jun.;87;1;3;67;9;0;89,0 dagen;0;33;7;27,5 dagen;1;0;14,00
Gemeente;Leuven;2025;2025-jul.;113;13;3;76;9;0;89,7 dagen;1;52;12;27,8 dagen;0;0;12,00
Gemeente;Leuven;2025;2025-aug.;61;18;4;31;4;0;79,4 dagen;1;20;4;23,3 dagen;0;0;0,00
Gemeente;Leuven;2025;2025-sep.;83;56;3;13;1;0;64,9 dagen;2;37;10;11,6 dagen;0;0;0,00
Gemeente;Leuven;2025;2025-okt.;87;83;3;0;0;0;-;0;19;1;-;0;0;0,00
Gemeente;Leuven;2025;2025-nov.;93;92;1;0;0;0;-;1;2;0;-;0;0;0,00
Gemeente;Lichtervelde;2022;2022-feb.;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Liedekerke;2018;2018-jan.;2;0;0;1;0;0;15,0 dagen;0;0;1;14,0 dagen;0;0;0,00
Gemeente;Liedekerke;2018;2018-feb.;9;0;0;7;1;0;49,9 dagen;0;2;1;13,8 dagen;1;0;2,00
Gemeente;Liedekerke;2018;2018-mrt.;15;0;0;14;1;0;47,5 dagen;0;0;0;15,9 dagen;0;1;3,00
Gemeente;Liedekerke;2018;2018-apr.;11;0;0;7;0;0;44,9 dagen;0;2;4;23,4 dagen;0;0;1,00
Gemeente;Liedekerke;2018;2018-mei;17;0;1;15;0;0;58,1 dagen;0;1;1;16,1 dagen;1;0;5,00
Gemeente;Liedekerke;2018;2018-jun.;9;0;0;8;0;0;33,5 dagen;0;0;1;8,0 dagen;0;0;1,00
Gemeente;Liedekerke;2018;2018-jul.;9;0;1;7;1;0;52,1 dagen;0;2;0;20,6 dagen;0;1;1,00
Gemeente;Liedekerke;2018;2018-aug.;6;0;1;4;0;0;65,8 dagen;0;1;1;21,8 dagen;0;1;0,00
Gemeente;Liedekerke;2018;2018-sep.;10;0;1;9;0;0;35,7 dagen;0;0;0;16,9 dagen;0;1;1,00
Gemeente;Liedekerke;2018;2018-okt.;13;0;0;12;0;0;53,8 dagen;0;1;1;16,2 dagen;0;0;3,00
Gemeente;Liedekerke;2018;2018-nov.;9;0;0;9;0;0;67,6 dagen;0;1;0;30,4 dagen;0;0;3,00
Gemeente;Liedekerke;2018;2018-dec.;5;0;0;5;0;0;60,2 dagen;0;2;0;23,4 dagen;1;0;3,00
Gemeente;Liedekerke;2019;2019-jan.;11;0;1;10;0;0;38,5 dagen;0;2;0;17,4 dagen;0;1;2,00
Gemeente;Liedekerke;2019;2019-feb.;7;0;1;6;0;0;66,5 dagen;0;2;0;19,0 dagen;0;0;5,00
Gemeente;Liedekerke;2019;2019-mrt.;8;0;2;6;0;0;54,7 dagen;0;0;0;21,5 dagen;0;0;0,00
Gemeente;Liedekerke;2019;2019-apr.;12;0;2;9;1;0;50,0 dagen;0;0;0;13,5 dagen;1;1;3,00
Gemeente;Liedekerke;2019;2019-mei;8;0;1;7;0;0;54,1 dagen;0;0;0;12,9 dagen;0;0;2,00
Gemeente;Liedekerke;2019;2019-jun.;12;1;2;9;0;0;57,0 dagen;0;0;0;15,9 dagen;0;0;1,00
Gemeente;Liedekerke;2019;2019-jul.;16;0;0;12;1;1;81,6 dagen;0;4;1;23,6 dagen;0;0;6,00
Gemeente;Liedekerke;2019;2019-aug.;13;0;4;8;1;0;50,8 dagen;0;0;0;14,3 dagen;0;0;1,00
Gemeente;Liedekerke;2019;2019-sep.;18;1;3;11;2;0;62,8 dagen;0;3;1;24,1 dagen;2;0;3,00
Gemeente;Liedekerke;2019;2019-okt.;12;0;0;12;0;0;55,1 dagen;0;1;0;15,8 dagen;0;0;3,00
Gemeente;Liedekerke;2019;2019-nov.;14;0;0;12;2;0;63,5 dagen;0;3;0;25,4 dagen;0;0;5,00
Gemeente;Liedekerke;2019;2019-dec.;13;0;1;10;1;0;74,1 dagen;0;3;1;18,0 dagen;1;1;4,00
Gemeente;Liedekerke;2020;2020-jan.;15;0;1;14;0;0;43,3 dagen;0;2;0;9,3 dagen;0;0;3,00
Gemeente;Liedekerke;2020;2020-feb.;9;0;1;8;0;0;85,4 dagen;0;1;0;12,0 dagen;0;0;3,00
Gemeente;Liedekerke;2020;2020-mrt.;12;0;1;10;0;0;75,7 dagen;1;1;1;25,2 dagen;0;0;4,00
